,Crop_Type,Crop,N,P,K,pH,rainfall,temperature,Area_in_hectares,Production_in_tons,target 
8562,summer,wheat,60,30,30,6.9,113.7,30.26666667,21,21,1
8563,rabi,horsegram,20,60,20,5.88,167.38,23.56,3254,901,0.276889982
8564,rabi,maize,80,40,20,5.48,167.38,23.56,162,70,0.432098765
8565,rabi,potato,180,60,90,5.16,167.38,23.56,105,944,8.99047619
8566,rabi,ragi,50,40,20,5.34,167.38,23.56,23816,15503,0.650948942
8567,rabi,rapeseed,50,40,20,5.04,167.38,23.56,354,38,0.107344633
8568,rabi,rice,80,40,40,5.48,167.38,23.56,82464,150054,1.819630384
8569,rabi,sesamum,30,15,30,6.32,167.38,23.56,54,11,0.203703704
8570,kharif,jute,80,40,40,5.62,1145.22,28.5,8,50,6.25
8571,kharif,maize,80,40,20,5.38,1145.22,28.5,1027,1052,1.024342746
8572,kharif,ragi,50,40,20,5.34,1145.22,28.5,1409,699,0.496096522
8573,kharif,rice,80,40,40,5.54,1145.22,28.5,9413,8237,0.875066398
8574,summer,moong,20,40,20,5.62,113.7,30.26666667,14,4,0.285714286
8575,summer,rice,80,40,40,5.66,113.7,30.26666667,154,257,1.668831169
8576,summer,wheat,60,30,30,6.9,113.7,30.26666667,9,4,0.444444444
8577,rabi,horsegram,20,60,20,6.02,167.38,23.56,1342,294,0.219076006
8578,rabi,maize,80,40,20,5.6,167.38,23.56,10,10,1
8579,rabi,moong,20,40,20,5.32,167.38,23.56,131,25,0.190839695
8580,rabi,potato,180,60,90,5.16,167.38,23.56,1,11,11
8581,rabi,ragi,50,40,20,5.6,167.38,23.56,3840,2215,0.576822917
8582,rabi,rapeseed,50,40,20,4.82,167.38,23.56,129,15,0.11627907
8583,rabi,rice,80,40,40,5.68,167.38,23.56,71874,108328,1.507193144
8584,rabi,sesamum,30,15,30,6.58,167.38,23.56,11248,2171,0.193012091
8585,kharif,jute,80,40,40,5.54,1145.22,28.5,14,72,5.142857143
8586,kharif,maize,80,40,20,5.5,1145.22,28.5,1657,942,0.568497284
8587,kharif,rice,80,40,40,5.48,1145.22,28.5,65764,27676,0.420838149
8588,kharif,sesamum,30,15,30,6.32,1145.22,28.5,90,9,0.1
8589,summer,maize,80,40,20,5.36,113.7,30.26666667,18,19,1.055555556
8590,summer,moong,20,40,20,5.66,113.7,30.26666667,185,29,0.156756757
8591,summer,rice,80,40,40,5.54,113.7,30.26666667,9207,10771,1.169870751
8592,summer,sesamum,30,15,30,6.42,113.7,30.26666667,194,29,0.149484536
8593,summer,wheat,60,30,30,6.11,113.7,30.26666667,654,618,0.944954128
8594,rabi,horsegram,20,60,20,5.88,167.38,23.56,1874,373,0.199039488
8595,rabi,maize,80,40,20,5.54,167.38,23.56,12,8,0.666666667
8596,rabi,moong,20,40,20,5.48,167.38,23.56,495,74,0.149494949
8597,rabi,potato,180,60,90,5,167.38,23.56,64,500,7.8125
8598,rabi,rapeseed,50,40,20,4.9,167.38,23.56,340,38,0.111764706
8599,rabi,rice,80,40,40,5.5,167.38,23.56,264102,252831,0.957323307
8600,rabi,sesamum,30,15,30,6.32,167.38,23.56,38,5,0.131578947
8601,kharif,maize,80,40,20,5.5,1145.22,28.5,19901,36194,1.818702578
8602,kharif,ragi,50,40,20,5.44,1145.22,28.5,6292,3303,0.52495232
8603,kharif,rice,80,40,40,5.56,1145.22,28.5,49365,38950,0.789020561
8604,summer,horsegram,20,60,20,6.12,113.7,30.26666667,102,15,0.147058824
8605,summer,maize,80,40,20,5.32,113.7,30.26666667,28,32,1.142857143
8606,summer,moong,20,40,20,5.6,113.7,30.26666667,14,6,0.428571429
8607,summer,ragi,50,40,20,5.48,113.7,30.26666667,8,4,0.5
8608,summer,rice,80,40,40,5.52,113.7,30.26666667,1218,2704,2.220032841
8609,summer,wheat,60,30,30,6.6,113.7,30.26666667,18,16,0.888888889
8610,rabi,horsegram,20,60,20,6.1,167.38,23.56,6909,2819,0.408018527
8611,rabi,moong,20,40,20,5.52,167.38,23.56,1190,300,0.25210084
8612,rabi,potato,180,60,90,4.82,167.38,23.56,79,781,9.886075949
8613,rabi,ragi,50,40,20,5.52,167.38,23.56,2315,738,0.318790497
8614,rabi,rapeseed,50,40,20,5.16,167.38,23.56,1098,188,0.171220401
8615,rabi,rice,80,40,40,5.68,167.38,23.56,102706,165625,1.6126127
8616,rabi,sesamum,30,15,30,6.44,167.38,23.56,79,14,0.17721519
8617,kharif,maize,80,40,20,5.38,1145.22,28.5,345,263,0.762318841
8618,kharif,ragi,50,40,20,5.32,1145.22,28.5,291,185,0.635738832
8619,kharif,rice,80,40,40,5.66,1145.22,28.5,3187,4073,1.278004393
8620,summer,moong,20,40,20,5.56,113.7,30.26666667,1006,454,0.451292247
8621,summer,rice,80,40,40,5.66,113.7,30.26666667,501,799,1.594810379
8622,summer,sesamum,30,15,30,6.4,113.7,30.26666667,239,84,0.351464435
8623,summer,wheat,60,30,30,6.9,113.7,30.26666667,6,3,0.5
8624,rabi,horsegram,20,60,20,6.16,167.38,23.56,2662,868,0.326070624
8625,rabi,maize,80,40,20,5.6,167.38,23.56,3,2,0.666666667
8626,rabi,moong,20,40,20,5.66,167.38,23.56,31599,5561,0.175986582
8627,rabi,potato,180,60,90,4.94,167.38,23.56,42,390,9.285714286
8628,rabi,ragi,50,40,20,5.34,167.38,23.56,77,47,0.61038961
8629,rabi,rapeseed,50,40,20,5,167.38,23.56,452,51,0.112831858
8630,rabi,rice,80,40,40,5.54,167.38,23.56,98826,170669,1.726964564
8631,rabi,sesamum,30,15,30,6.64,167.38,23.56,1021,162,0.158667973
8632,kharif,maize,80,40,20,5.52,1145.22,28.5,484,260,0.537190083
8633,kharif,moong,20,40,20,5.48,1145.22,28.5,159,29,0.182389937
8634,kharif,ragi,50,40,20,5.32,1145.22,28.5,836,318,0.380382775
8635,kharif,rice,80,40,40,5.68,1145.22,28.5,40580,22238,0.548003943
8636,kharif,sesamum,30,15,30,6.36,1145.22,28.5,189,15,0.079365079
8637,summer,moong,20,40,20,5.58,113.7,30.26666667,1961,339,0.172870984
8638,summer,rice,80,40,40,5.68,113.7,30.26666667,2176,2709,1.244944853
8639,summer,wheat,60,30,30,6.9,113.7,30.26666667,34,42,1.235294118
8640,rabi,horsegram,20,60,20,5.86,167.38,23.56,5688,852,0.14978903
8641,rabi,maize,80,40,20,5.68,167.38,23.56,7,3,0.428571429
8642,rabi,moong,20,40,20,5.68,167.38,23.56,565,50,0.088495575
8643,rabi,potato,180,60,90,4.92,167.38,23.56,31,200,6.451612903
8644,rabi,ragi,50,40,20,5.34,167.38,23.56,46,31,0.673913043
8645,rabi,rapeseed,50,40,20,5,167.38,23.56,64,3,0.046875
8646,rabi,rice,80,40,40,5.52,167.38,23.56,62144,64685,1.040888903
8647,rabi,sesamum,30,15,30,6.48,167.38,23.56,548,42,0.076642336
8648,kharif,jute,80,40,40,5.5,1145.22,28.5,9,44,4.888888889
8649,kharif,rice,80,40,40,5.62,1145.22,28.5,1149,1610,1.401218451
8650,summer,moong,20,40,20,5.5,113.7,30.26666667,1316,212,0.161094225
8651,summer,ragi,50,40,20,5.54,113.7,30.26666667,69,27,0.391304348
8652,summer,rice,80,40,40,5.6,113.7,30.26666667,38406,62967,1.639509452
8653,summer,sesamum,30,15,30,6.4,113.7,30.26666667,1190,282,0.23697479
8654,summer,wheat,60,30,30,7,113.7,30.26666667,23,21,0.913043478
8655,rabi,horsegram,20,60,20,5.94,167.38,23.56,1303,291,0.223330775
8656,rabi,moong,20,40,20,5.5,167.38,23.56,184,40,0.217391304
8657,rabi,potato,180,60,90,5.06,167.38,23.56,763,9764,12.79685452
8658,rabi,rapeseed,50,40,20,4.94,167.38,23.56,37,4,0.108108108
8659,rabi,rice,80,40,40,5.62,167.38,23.56,136647,148092,1.083755955
8660,kharif,maize,80,40,20,5.34,1145.22,28.5,3279,3307,1.008539189
8661,kharif,moong,20,40,20,5.6,1145.22,28.5,22,3,0.136363636
8662,kharif,ragi,50,40,20,5.5,1145.22,28.5,4935,3385,0.68591692
8663,kharif,rice,80,40,40,5.5,1145.22,28.5,8844,8758,0.990275893
8664,summer,maize,80,40,20,5.66,113.7,30.26666667,55,46,0.836363636
8665,summer,moong,20,40,20,5.36,113.7,30.26666667,45,6,0.133333333
8666,summer,ragi,50,40,20,5.5,113.7,30.26666667,76,42,0.552631579
8667,summer,rice,80,40,40,5.68,113.7,30.26666667,2636,3537,1.341805766
8668,summer,sesamum,30,15,30,6.54,113.7,30.26666667,518,100,0.193050193
8669,summer,wheat,60,30,30,6.1,113.7,30.26666667,12,17,1.416666667
8670,rabi,horsegram,20,60,20,5.88,167.38,23.56,2564,621,0.242199688
8671,rabi,maize,80,40,20,5.64,167.38,23.56,89,64,0.719101124
8672,rabi,moong,20,40,20,5.62,167.38,23.56,348,34,0.097701149
8673,rabi,potato,180,60,90,5.16,167.38,23.56,30,178,5.933333333
8674,rabi,ragi,50,40,20,5.5,167.38,23.56,7591,5176,0.681860097
8675,rabi,rapeseed,50,40,20,4.92,167.38,23.56,1969,248,0.12595226
8676,rabi,rice,80,40,40,5.34,167.38,23.56,53941,98841,1.832390946
8677,rabi,sesamum,30,15,30,6.5,167.38,23.56,3352,959,0.286097852
8678,kharif,maize,80,40,20,5.6,1145.22,28.5,125,83,0.664
8679,kharif,moong,20,40,20,5.54,1145.22,28.5,539,143,0.265306122
8680,kharif,ragi,50,40,20,5.52,1145.22,28.5,20,6,0.3
8681,kharif,rice,80,40,40,5.52,1145.22,28.5,52393,38860,0.741702136
8682,summer,moong,20,40,20,5.64,113.7,30.26666667,396,145,0.366161616
8683,summer,rice,80,40,40,5.44,113.7,30.26666667,8788,22388,2.547564861
8684,summer,sesamum,30,15,30,6.38,113.7,30.26666667,76,28,0.368421053
8685,summer,wheat,60,30,30,6.12,113.7,30.26666667,185,274,1.481081081
8686,rabi,horsegram,20,60,20,6.18,167.38,23.56,2280,650,0.285087719
8687,rabi,maize,80,40,20,5.6,167.38,23.56,6,7,1.166666667
8688,rabi,moong,20,40,20,5.44,167.38,23.56,51,10,0.196078431
8689,rabi,potato,180,60,90,4.98,167.38,23.56,263,2404,9.140684411
8690,rabi,rapeseed,50,40,20,5.06,167.38,23.56,1099,213,0.193812557
8691,rabi,rice,80,40,40,5.54,167.38,23.56,83207,133942,1.609744372
8692,rabi,sesamum,30,15,30,6.54,167.38,23.56,2581,510,0.19759783
8693,kharif,maize,80,40,20,5.34,1145.22,28.5,3,3,1
8694,kharif,moong,20,40,20,5.5,1145.22,28.5,298,41,0.137583893
8695,kharif,rice,80,40,40,5.34,1145.22,28.5,15569,5262,0.337979318
8696,summer,moong,20,40,20,5.66,113.7,30.26666667,119,25,0.210084034
8697,summer,rice,80,40,40,5.38,113.7,30.26666667,19922,38693,1.942224676
8698,summer,sesamum,30,15,30,6.46,113.7,30.26666667,174,21,0.120689655
8699,summer,wheat,60,30,30,6.9,113.7,30.26666667,38,38,1
8700,rabi,horsegram,20,60,20,5.92,167.38,23.56,1486,306,0.205921938
8701,rabi,moong,20,40,20,5.48,167.38,23.56,3362,485,0.144259369
8702,rabi,potato,180,60,90,4.82,167.38,23.56,22,214,9.727272727
8703,rabi,ragi,50,40,20,5.46,167.38,23.56,24,14,0.583333333
8704,rabi,rapeseed,50,40,20,5.18,167.38,23.56,91,6,0.065934066
8705,rabi,rice,80,40,40,5.6,167.38,23.56,74383,110247,1.48215318
8706,rabi,sesamum,30,15,30,6.66,167.38,23.56,92,7,0.076086957
8707,kharif,maize,80,40,20,5.62,1145.22,28.5,531,511,0.962335217
8708,kharif,moong,20,40,20,5.38,1145.22,28.5,186,31,0.166666667
8709,kharif,ragi,50,40,20,5.68,1145.22,28.5,427,164,0.384074941
8710,kharif,rice,80,40,40,5.56,1145.22,28.5,102517,57056,0.556551596
8711,kharif,sesamum,30,15,30,6.42,1145.22,28.5,80,14,0.175
8712,summer,horsegram,20,60,20,5.9,113.7,30.26666667,6,1,0.166666667
8713,summer,maize,80,40,20,5.52,113.7,30.26666667,4,3,0.75
8714,summer,moong,20,40,20,5.52,113.7,30.26666667,97,22,0.226804124
8715,summer,rice,80,40,40,5.56,113.7,30.26666667,3200,3722,1.163125
8716,summer,sesamum,30,15,30,6.32,113.7,30.26666667,104,18,0.173076923
8717,summer,wheat,60,30,30,6.7,113.7,30.26666667,1103,1423,1.29011786
8718,rabi,horsegram,20,60,20,5.98,167.38,23.56,3409,580,0.17013787
8719,rabi,moong,20,40,20,5.6,167.38,23.56,67,5,0.074626866
8720,rabi,potato,180,60,90,5.04,167.38,23.56,363,2696,7.426997245
8721,rabi,ragi,50,40,20,5.44,167.38,23.56,106,35,0.330188679
8722,rabi,rapeseed,50,40,20,5.14,167.38,23.56,498,57,0.114457831
8723,rabi,rice,80,40,40,5.52,167.38,23.56,115039,106112,0.922400229
8724,rabi,sesamum,30,15,30,6.48,167.38,23.56,1599,238,0.148843027
8725,kharif,rice,80,40,40,5.38,162.72,29.4,909,2215,2.436743674
8726,kharif,sesamum,30,15,30,6.5,162.72,29.4,44,20,0.454545455
8727,rabi,rice,80,40,40,5.36,10.265748,25.76,7550,14556,1.92794702
8728,summer,cotton,120,40,20,5.36,3.274569,29,288,220,0.763888889
8729,summer,rice,80,40,40,5.44,3.274569,29,153,383,2.503267974
8730,kharif,arecanut,100,40,140,6.1,162.72,29.4,66,23,0.348484848
8731,kharif,blackpepper,100,60,50,4.96,162.72,29.4,12,7,0.583333333
8732,kharif,tapioca,50,50,50,5.68,162.72,29.4,18,180,10
8733,rabi,rice,80,40,40,5.46,10.265748,25.76,1,2,2
8734,kharif,onion,120,60,65,6.04,162.72,29.4,26,429,16.5
8735,kharif,ragi,50,40,20,5.38,162.72,29.4,112,366,3.267857143
8736,kharif,rice,80,40,40,5.42,162.72,29.4,3699,8404,2.271965396
8737,kharif,sesamum,30,15,30,6.34,162.72,29.4,102,99,0.970588235
8738,kharif,tapioca,50,50,50,5.42,162.72,29.4,631,18930,30
8739,rabi,rice,80,40,40,5.42,10.265748,25.76,6082,14372,2.363038474
8740,summer,cotton,120,40,20,5.42,3.274569,29,165,152,0.921212121
8741,summer,rice,80,40,40,5.46,3.274569,29,5563,14480,2.602912098
8742,kharif,coriander,10,20,20,6.48,162.72,29.4,2,1,0.5
8743,kharif,rice,80,40,40,5.32,162.72,29.4,337,899,2.667655786
8744,kharif,sesamum,30,15,30,6.68,162.72,29.4,1,1,1
8745,rabi,rice,80,40,40,5.52,10.265748,25.76,328,1290,3.932926829
8746,kharif,cotton,120,40,20,5.64,411.52,34.73,4000,3000,0.75
8747,kharif,maize,80,40,20,5.4,411.52,34.73,6000,14000,2.333333333
8748,kharif,moong,20,40,20,5.5,411.52,34.73,8300,5100,0.614457831
8749,kharif,rice,80,40,40,5.38,411.52,34.73,305000,878000,2.878688525
8750,kharif,sesamum,30,15,30,6.6,411.52,34.73,4700,1500,0.319148936
8751,rabi,wheat,60,30,30,7,66.52,20.312,214000,862000,4.028037383
8752,kharif,cotton,120,40,20,5.46,411.52,34.73,170000,173000,1.017647059
8753,kharif,moong,20,40,20,5.42,411.52,34.73,2500,1300,0.52
8754,kharif,rice,80,40,40,5.56,411.52,34.73,84000,287000,3.416666667
8755,rabi,wheat,60,30,30,6.4,66.52,20.312,258000,1144000,4.434108527
8756,kharif,cotton,120,40,20,5.4,411.52,34.73,22000,19000,0.863636364
8757,kharif,moong,20,40,20,5.34,411.52,34.73,3900,2000,0.512820513
8758,kharif,rice,80,40,40,5.46,411.52,34.73,82000,246000,3
8759,rabi,rapeseed,50,40,20,4.98,66.52,20.312,2000,3000,1.5
8760,rabi,wheat,60,30,30,6.9,66.52,20.312,62000,265000,4.274193548
8761,kharif,rice,80,40,40,5.52,411.52,34.73,83000,271000,3.265060241
8762,rabi,wheat,60,30,30,6.5,66.52,20.312,85000,401000,4.717647059
8763,kharif,cotton,120,40,20,5.44,411.52,34.73,138000,189000,1.369565217
8764,kharif,moong,20,40,20,5.44,411.52,34.73,10600,6500,0.613207547
8765,kharif,rice,80,40,40,5.6,411.52,34.73,275000,922000,3.352727273
8766,kharif,sesamum,30,15,30,6.64,411.52,34.73,1800,800,0.444444444
8767,rabi,rapeseed,50,40,20,4.92,66.52,20.312,7000,7000,1
8768,rabi,wheat,60,30,30,6.5,66.52,20.312,354000,1567000,4.426553672
8769,kharif,maize,80,40,20,5.44,411.52,34.73,14000,31000,2.214285714
8770,kharif,rice,80,40,40,5.42,411.52,34.73,187000,465000,2.486631016
8771,kharif,sesamum,30,15,30,6.5,411.52,34.73,2500,900,0.36
8772,rabi,rapeseed,50,40,20,5.04,66.52,20.312,1000,2000,2
8773,rabi,wheat,60,30,30,6.6,66.52,20.312,108000,465000,4.305555556
8774,kharif,maize,80,40,20,5.5,411.52,34.73,63000,141000,2.238095238
8775,kharif,rice,80,40,40,5.6,411.52,34.73,59000,171000,2.898305085
8776,kharif,sesamum,30,15,30,6.4,411.52,34.73,500,200,0.4
8777,rabi,wheat,60,30,30,6.9,66.52,20.312,140000,488000,3.485714286
8778,kharif,cotton,120,40,20,5.48,411.52,34.73,2000,2000,1
8779,kharif,maize,80,40,20,5.48,411.52,34.73,13000,34000,2.615384615
8780,kharif,moong,20,40,20,5.44,411.52,34.73,300,200,0.666666667
8781,kharif,rice,80,40,40,5.64,411.52,34.73,134000,436000,3.253731343
8782,kharif,sesamum,30,15,30,6.34,411.52,34.73,1300,400,0.307692308
8783,rabi,wheat,60,30,30,6.5,66.52,20.312,162000,748000,4.617283951
8784,kharif,maize,80,40,20,5.68,411.52,34.73,4000,11000,2.75
8785,kharif,moong,20,40,20,5.36,411.52,34.73,200,100,0.5
8786,kharif,rice,80,40,40,5.58,411.52,34.73,99000,314000,3.171717172
8787,rabi,barley,70,40,45,5.48,66.52,20.312,5000,17000,3.4
8788,rabi,rapeseed,50,40,20,5.18,66.52,20.312,12000,9000,0.75
8789,rabi,wheat,60,30,30,6.9,66.52,20.312,238000,990000,4.159663866
8790,kharif,maize,80,40,20,5.52,411.52,34.73,3000,10000,3.333333333
8791,kharif,moong,20,40,20,5.52,411.52,34.73,4800,2800,0.583333333
8792,kharif,rice,80,40,40,5.42,411.52,34.73,241000,789000,3.273858921
8793,rabi,barley,70,40,45,5.6,66.52,20.312,4000,13000,3.25
8794,rabi,rapeseed,50,40,20,4.82,66.52,20.312,18000,16000,0.888888889
8795,rabi,wheat,60,30,30,6.9,66.52,20.312,413000,1823000,4.414043584
8796,kharif,cotton,120,40,20,5.32,411.52,34.73,83000,70000,0.843373494
8797,kharif,moong,20,40,20,5.54,411.52,34.73,700,400,0.571428571
8798,kharif,rice,80,40,40,5.48,411.52,34.73,84000,215000,2.55952381
8799,rabi,wheat,60,30,30,6.12,66.52,20.312,159000,687000,4.320754717
8800,kharif,cotton,120,40,20,5.34,411.52,34.73,9000,10000,1.111111111
8801,kharif,moong,20,40,20,5.36,411.52,34.73,2800,1500,0.535714286
8802,kharif,rice,80,40,40,5.58,411.52,34.73,118000,413000,3.5
8803,rabi,wheat,60,30,30,7,66.52,20.312,124000,562000,4.532258065
8804,kharif,cotton,120,40,20,5.56,411.52,34.73,109000,100000,0.917431193
8805,kharif,moong,20,40,20,5.44,411.52,34.73,1900,1300,0.684210526
8806,kharif,rice,80,40,40,5.54,411.52,34.73,77000,221000,2.87012987
8807,kharif,sesamum,30,15,30,6.56,411.52,34.73,300,100,0.333333333
8808,rabi,barley,70,40,45,5.42,66.52,20.312,5000,16000,3.2
8809,rabi,rapeseed,50,40,20,4.82,66.52,20.312,6000,5000,0.833333333
8810,rabi,wheat,60,30,30,6.12,66.52,20.312,175000,741000,4.234285714
8811,kharif,maize,80,40,20,5.56,411.52,34.73,18000,43000,2.388888889
8812,kharif,rice,80,40,40,5.6,411.52,34.73,46000,150000,3.260869565
8813,rabi,barley,70,40,45,5.38,66.52,20.312,3000,10000,3.333333333
8814,rabi,wheat,60,30,30,6.12,66.52,20.312,257000,1161000,4.517509728
8815,kharif,cotton,120,40,20,5.44,411.52,34.73,1000,1000,1
8816,kharif,rice,80,40,40,5.38,411.52,34.73,246000,772000,3.138211382
8817,rabi,barley,70,40,45,5.64,66.52,20.312,6000,21000,3.5
8818,rabi,wheat,60,30,30,6.7,66.52,20.312,393000,1749000,4.450381679
8819,kharif,maize,80,40,20,5.34,411.52,34.73,26000,52000,2
8820,kharif,rice,80,40,40,5.5,411.52,34.73,46000,128000,2.782608696
8821,rabi,wheat,60,30,30,6.12,66.52,20.312,110000,482000,4.381818182
8822,kharif,cotton,120,40,20,5.36,411.52,34.73,24000,28000,1.166666667
8823,kharif,moong,20,40,20,5.56,411.52,34.73,6000,4200,0.7
8824,kharif,rice,80,40,40,5.58,411.52,34.73,353000,1262000,3.575070822
8825,rabi,wheat,60,30,30,6.8,66.52,20.312,86000,325000,3.779069767
8826,kharif,cotton,120,40,20,5.34,510.05,33.37333333,15031,2145,0.142705076
8827,kharif,jowar,80,40,40,5.4,510.05,33.37333333,105177,6080,0.057807315
8828,kharif,maize,80,40,20,5.46,510.05,33.37333333,42823,6998,0.163416855
8829,kharif,moong,20,40,20,5.46,510.05,33.37333333,40640,1525,0.037524606
8830,kharif,rice,80,40,40,5.5,510.05,33.37333333,28,34,1.214285714
8831,kharif,sesamum,30,15,30,6.6,510.05,33.37333333,7722,994,0.128723129
8832,kharif,soyabean,20,60,20,5.52,510.05,33.37333333,123,162,1.317073171
8833,rabi,barley,70,40,45,5.32,19.38,22.766,21534,40167,1.865282809
8834,rabi,rapeseed,50,40,20,4.96,19.38,22.766,27203,13797,0.507186707
8835,rabi,wheat,60,30,30,6.1,19.38,22.766,74805,134057,1.792086091
8836,whole year,coriander,10,20,20,6.6,556.2,28.54545455,260,235,0.903846154
8837,whole year,garlic,50,10,60,5.36,556.2,28.54545455,6,4,0.666666667
8838,whole year,onion,120,60,65,6.08,556.2,28.54545455,2809,9137,3.252758989
8839,whole year,potato,180,60,90,4.86,556.2,28.54545455,24,84,3.5
8840,whole year,sweetpotato,90,20,120,5.1,556.2,28.54545455,10,12,1.2
8841,kharif,cotton,120,40,20,5.68,510.05,33.37333333,15128,3419,0.226004759
8842,kharif,jowar,80,40,40,5.32,510.05,33.37333333,24284,16457,0.677689013
8843,kharif,maize,80,40,20,5.4,510.05,33.37333333,12395,19403,1.56538927
8844,kharif,moong,20,40,20,5.36,510.05,33.37333333,48,5,0.104166667
8845,kharif,rice,80,40,40,5.48,510.05,33.37333333,381,466,1.223097113
8846,kharif,sesamum,30,15,30,6.36,510.05,33.37333333,7099,2561,0.360755036
8847,kharif,soyabean,20,60,20,5.68,510.05,33.37333333,33,43,1.303030303
8848,rabi,barley,70,40,45,5.66,19.38,22.766,11447,29037,2.536647156
8849,rabi,rapeseed,50,40,20,4.94,19.38,22.766,177837,178014,1.000995293
8850,rabi,wheat,60,30,30,6.5,19.38,22.766,177538,632106,3.560398337
8851,whole year,coriander,10,20,20,6.68,556.2,28.54545455,116,105,0.905172414
8852,whole year,garlic,50,10,60,5.4,556.2,28.54545455,7,5,0.714285714
8853,whole year,onion,120,60,65,6.08,556.2,28.54545455,2992,14853,4.964237968
8854,whole year,potato,180,60,90,5.16,556.2,28.54545455,434,3004,6.921658986
8855,whole year,sweetpotato,90,20,120,4.94,556.2,28.54545455,10,50,5
8856,kharif,cotton,120,40,20,5.6,510.05,33.37333333,7992,1425,0.178303303
8857,kharif,jowar,80,40,40,5.48,510.05,33.37333333,1748,502,0.287185355
8858,kharif,maize,80,40,20,5.6,510.05,33.37333333,113035,181226,1.603273322
8859,kharif,moong,20,40,20,5.56,510.05,33.37333333,135,14,0.103703704
8860,kharif,rice,80,40,40,5.36,510.05,33.37333333,45830,48058,1.048614445
8861,kharif,sesamum,30,15,30,6.48,510.05,33.37333333,187,14,0.07486631
8862,kharif,soyabean,20,60,20,5.54,510.05,33.37333333,8964,13033,1.453926818
8863,rabi,barley,70,40,45,5.48,19.38,22.766,1996,3944,1.975951904
8864,rabi,rapeseed,50,40,20,5.18,19.38,22.766,95,91,0.957894737
8865,rabi,sunflower,50,60,30,5.42,19.38,22.766,3,1,0.333333333
8866,rabi,wheat,60,30,30,6.1,19.38,22.766,75995,158511,2.085808277
8867,whole year,garlic,50,10,60,5.44,556.2,28.54545455,25,12,0.48
8868,whole year,onion,120,60,65,6.1,556.2,28.54545455,134,126,0.940298507
8869,whole year,sweetpotato,90,20,120,5.16,556.2,28.54545455,5,3,0.6
8870,kharif,jowar,80,40,40,5.34,510.05,33.37333333,6650,6724,1.01112782
8871,kharif,maize,80,40,20,5.42,510.05,33.37333333,19000,27529,1.448894737
8872,kharif,moong,20,40,20,5.34,510.05,33.37333333,970,101,0.104123711
8873,kharif,rice,80,40,40,5.44,510.05,33.37333333,1438,1386,0.963838665
8874,kharif,sesamum,30,15,30,6.68,510.05,33.37333333,612,45,0.073529412
8875,kharif,soyabean,20,60,20,5.6,510.05,33.37333333,156870,201313,1.283311022
8876,rabi,barley,70,40,45,5.38,19.38,22.766,658,1300,1.975683891
8877,rabi,rapeseed,50,40,20,5.12,19.38,22.766,89743,83356,0.928830104
8878,rabi,sunflower,50,60,30,5.48,19.38,22.766,25,12,0.48
8879,rabi,wheat,60,30,30,6.8,19.38,22.766,93629,159790,1.706629356
8880,whole year,coriander,10,20,20,6.48,556.2,28.54545455,72967,75594,1.036002577
8881,whole year,garlic,50,10,60,5.66,556.2,28.54545455,1493,3744,2.507702612
8882,whole year,onion,120,60,65,5.88,556.2,28.54545455,57,425,7.456140351
8883,whole year,potato,180,60,90,5.04,556.2,28.54545455,83,473,5.698795181
